Customer ID,Visits,Items Bought,Spending
15792,1,2,10
15820,1,2,10
15836,1,2,10
15852,1,1,10
15892,1,2,10
15918,1,2,10
16048,1,2,10
16074,1,1,10
16162,1,2,10
16174,1,2,10
16274,1,1,10
16298,1,2,10
16318,1,1,10
16330,1,2,10
16342,1,1,10
16366,1,1,10
16398,1,2,10
16402,1,2,10
17746,1,2,10
17816,1,1,10
17820,1,1,10
17868,1,2,10
17924,1,2,10
17964,1,1,10
18044,1,2,10
18688,1,2,10
18708,1,2,10
18748,1,2,10
18760,1,2,10
18822,1,2,10
18834,1,2,10
18842,1,2,10
18864,1,2,10
18884,1,2,10
18888,1,2,10
18922,1,2,10
18950,1,2,10
18958,1,1,10
18962,1,2,10
18970,1,2,10
19010,1,2,10
19038,1,2,10
19130,1,2,10
19168,1,2,10
19176,1,2,10
19276,1,2,10
19412,1,1,10
19420,1,1,10
19484,1,1,10
19508,1,2,10
19568,1,1,10
19618,1,1,10
19626,1,1,10
19666,1,2,10
19692,1,1,10
19724,1,1,10
19732,1,2,10
19756,1,2,10
19768,1,2,10
19776,1,2,10
19796,1,2,10
19812,1,2,10
19816,1,1,10
19852,1,1,10
19868,1,1,10
19892,1,2,10
19932,1,2,10
19972,1,1,10
20016,1,2,10
20048,1,1,10
20108,1,2,10
20128,1,1,10
20136,1,2,10
20238,1,2,10
20242,1,2,10
20250,1,1,10
20286,1,1,10
20310,1,2,10
20346,1,1,10
20402,1,1,10
20426,1,1,10
20524,1,2,10
20542,1,1,10
20620,1,1,10
20664,1,1,10
20680,1,2,10
20704,1,2,10
20736,1,2,10
20748,1,1,10
20788,1,2,10
20868,1,2,10
20912,1,1,10
20940,1,1,10
20960,1,1,10
20992,1,1,10
21030,1,2,10
21082,1,2,10
21110,1,2,10
21220,1,1,10
21402,1,2,10
21440,1,1,10
21506,1,2,10
21514,1,1,10
21562,1,1,10
21590,1,1,10
21618,1,2,10
21626,1,2,10
21650,1,1,10
21682,1,1,10
22338,1,2,10
22350,1,1,10
22586,1,2,10
22610,1,2,10
22618,1,2,10
22626,1,1,10
22650,1,1,10
22674,1,1,10
22682,1,2,10
22718,1,1,10
22786,1,2,10
22838,1,1,10
2284,1,1,10
22890,1,1,10
22898,1,1,10
23078,1,2,10
23098,1,2,10
23102,1,2,10
23142,1,2,10
23254,1,1,10
23270,1,1,10
23570,1,1,10
23586,1,1,10
23626,1,2,10
23772,1,2,10
23800,1,2,10
23816,1,1,10
23832,1,2,10
23860,1,2,10
23978,1,2,10
24014,1,2,10
24258,1,1,10
24332,1,2,10
24356,1,1,10
24372,1,2,10
24438,1,2,10
24494,1,1,10
24526,1,2,10
24594,1,1,10
24904,1,1,10
24948,1,2,10
25116,1,1,10
25128,1,2,10
25180,1,2,10
25196,1,2,10
25254,1,1,10
25278,1,2,10
25286,1,1,10
25310,1,1,10
25470,1,2,10
25494,1,1,10
25502,1,2,10
25546,1,1,10
25580,1,1,10
25616,1,2,10
25640,1,1,10
25684,1,1,10
25696,1,2,10
25704,1,2,10
25760,1,2,10
25788,1,2,10
25884,1,1,10
25976,1,1,10
26342,1,1,10
26566,1,2,10
26584,1,1,10
26640,1,1,10
26894,1,1,10
27296,1,2,10
28750,1,1,10
29276,1,2,10
3722,1,2,10
3754,1,2,10
4200,1,2,10
4220,1,2,10
4224,1,1,10
4256,1,1,10
4264,1,2,10
4362,1,1,10
4370,1,2,10
4418,1,1,10
4438,1,2,10
4468,1,1,10
4472,1,1,10
4516,1,1,10
4520,1,1,10
4524,1,2,10
4596,1,1,10
4644,1,2,10
4734,1,2,10
4798,1,2,10
4818,1,1,10
4864,1,1,10
4892,1,1,10
4968,1,2,10
4972,1,1,10
4984,1,2,10
5004,1,2,10
5138,1,1,10
5142,1,2,10
5184,1,2,10
5318,1,1,10
5466,1,2,10
5544,1,2,10
5548,1,2,10
5560,1,2,10
5638,1,1,10
5728,1,1,10
5748,1,1,10
5756,1,2,10
5790,1,1,10
5866,1,2,10
5878,1,2,10
5980,1,2,10
6016,1,1,10
6024,1,2,10
6106,1,2,10
6114,1,1,10
6122,1,2,10
6126,1,2,10
6162,1,1,10
6174,1,2,10
6178,1,2,10
6222,1,1,10
6246,1,1,10
6254,1,2,10
6258,1,2,10
6284,1,2,10
6344,1,2,10
6420,1,1,10
6424,1,1,10
6428,1,2,10
6452,1,1,10
6484,1,2,10
6488,1,2,10
6492,1,2,10
6504,1,2,10
6554,1,2,10
6558,1,2,10
6566,1,1,10
6590,1,2,10
6634,1,1,10
6650,1,1,10
6758,1,1,10
6804,1,2,10
6840,1,1,10
6848,1,2,10
6876,1,1,10
6880,1,1,10
6918,1,1,10
6922,1,2,10
6946,1,1,10
6954,1,2,10
6994,1,2,10
7008,1,2,10
7024,1,1,10
7068,1,2,10
7076,1,2,10
7080,1,2,10
7128,1,2,10
7164,1,2,10
7196,1,2,10
7216,1,1,10
7252,1,2,10
7306,1,2,10
7322,1,2,10
7354,1,2,10
7358,1,1,10
7442,1,1,10
7498,1,2,10
7554,1,2,10
7558,1,2,10
7594,1,2,10
7598,1,1,10
7626,1,2,10
7634,1,1,10
7642,1,1,10
7678,1,2,10
7750,1,2,10
7778,1,1,10
7822,1,2,10
7880,1,2,10
7888,1,2,10
7924,1,1,10
7958,1,1,10
7978,1,1,10
8002,1,2,10
8054,1,2,10
8114,1,1,10
8146,1,1,10
8162,1,2,10
8170,1,2,10
8182,1,1,10
8206,1,1,10
8298,1,1,10
8306,1,1,10
8314,1,2,10
8408,1,1,10
8452,1,2,10
8460,1,2,10
8566,1,2,10
8764,1,2,10
8856,1,2,10
8860,1,2,10
8876,1,2,10
8880,1,1,10
8928,1,2,10
8956,1,2,10
8964,1,1,10
9004,1,2,10
9040,1,1,10
9084,1,1,10
9092,1,2,10
9148,1,1,10
9236,1,1,10
9256,1,1,10
9260,1,2,10
9296,1,1,10
9344,1,1,10
9348,1,1,10
9360,1,2,10
9398,1,2,10
9410,1,1,10
9430,1,1,10
9438,1,1,10
9562,1,1,10
9636,1,1,10
9644,1,2,10
9696,1,2,10
9746,1,2,10
9782,1,2,10
9802,1,1,10
9824,1,1,10
9898,1,1,10
9924,1,2,10
9954,1,1,10
9980,1,1,10
19516,1,3,9.85
28596,1,2,9.76
30318,1,2,9.76
30342,1,2,9.76
5146,1,5,9.75
12794,1,1,9.74
29292,1,2,9.67
15318,1,1,9.5
3320,1,1,9.5
6078,1,1,9
15160,1,2,8.95
4334,1,2,8.95
24022,1,1,8.8
25876,1,1,8.8
25900,1,1,8.8
4196,1,2,8.5
24308,1,2,8.45
18684,1,1,8.19
11846,1,1,8
11870,1,1,8
19634,1,1,8
21390,1,1,8
22594,1,1,8
25844,1,1,8
26764,1,1,8
29902,1,1,8
30126,1,2,8
356,1,1,8
10636,1,1,7.5
10956,1,1,7.5
24458,1,1,7.5
24486,1,1,7.5
25996,1,1,7.5
28032,1,2,7.5
30366,1,1,7.5
5044,1,1,7.5
1932,1,1,7.13
168,1,1,7.05
28332,1,1,7.05
19688,1,1,7
27236,1,1,7
27332,1,1,7
29096,1,1,7
19140,1,1,6.95
12508,1,1,6.5
6522,1,1,6.5
7662,1,1,6.5
7682,1,1,6.5
30200,1,1,6.39
22346,1,1,6
5540,1,1,6
11024,1,1,5.95
12818,1,1,5.95
10032,1,3,5.85
27344,1,3,5.85
5944,1,3,5.85
8752,1,3,5.85
14222,1,1,5.5
19556,1,1,5.5
25712,1,1,5.5
9054,1,1,5.5
29140,1,1,5.39
1792,1,1,5.37
2570,1,1,5.31
27638,1,1,5.21
24578,1,1,5.2
13540,1,1,5
18028,1,1,5
19456,1,1,5
21058,1,1,5
24316,1,1,5
4268,1,1,5
4322,1,1,5
5672,1,1,5
8070,1,1,5
30034,1,2,4.95
30230,1,1,4.46
30656,1,2,3.48
30306,1,1,3
